Unnamed: 0,id,comment_text,toxic,severe_toxic,obscene,threat,insult,identity_hate,clean,toxicity_similarity
50577,873ec949ae211fb8,"Test edits 

 Please stop making test edits to Wikipedia. It is considered vandalism, which, under Wikipedia policy, can lead to blocking of editing privileges. If you would like to experiment again, please use the sandbox or show preview button.",0,0,0,0,0,0,test edits please stop making test edits to wikipedia it is considered vandalism which under wikipedia policy can lead to blocking of editing privileges if you would like to experiment again please use the sandbox or show preview button,0.04653895402438339
20043,34f8c3abd6339a36,"""

 Please Help There are Stalkers monitoring the Stalking Page - 

Stalkers Have found their way to this Page*-they have posted the Garbage (you can see by lack of flow abruptness, etc.. edit and delete all else
You can tell that it is not proper-it matches nothing* very choppy splicing and no flow.  Most """"Stalkers"""" do the -not-intilectual approach-
Yes, the actual Wikipedia """"Stalking"""" page, has Stalkers on it. . ..   They seem to be actual sociopaths - and have added Garbage to slander - stalking victims. ..    

- by the way, these people are going to try to draw you out into a conversation using manipulation i.e. emotional etc . . .  Please do not allow that 0

I added a small paragraph, which I incidentally found on the """"Harassment"""" topic - and it is accepted on Wiki already- as it is used on that page - it completed and matched the entire flow of page-but it was deleted (vandalized) on the 24th. Please Help !  Stalkers Have found their way to this Page*
-they have posted the Garbage edit and delete all else""",0,0,0,0,0,0,please help there are stalkers monitoring the stalking page stalkers have found their way to this page they have posted the garbage you can see by lack of flow abruptness etc edit and delete all else you can tell that it is not proper it matches nothing very choppy splicing and no flow most stalkers do the not intilectual approach yes the actual wikipedia stalking page has stalkers on it they seem to be actual sociopaths and have added garbage to slander stalking victims by the way these people are going to try to draw you out into a conversation using manipulation i e emotional etc please do not allow that 0 i added a small paragraph which i incidentally found on the harassment topic and it is accepted on wiki already as it is used on that page it completed and matched the entire flow of page but it was deleted vandalized on the 24th please help stalkers have found their way to this page they have posted the garbage edit and delete all else,0.04639257379378415
43534,7431b28eb2ae21ed,"High-yield debt 
 Please stop your disruptive editing. If you continue to vandalize Wikipedia,  you will be blocked from editing.   ☎",0,0,0,0,0,0,high yield debt please stop your disruptive editing if you continue to vandalize wikipedia you will be blocked from editing,0.04402463038176765
138162,e34ddb20c39a3d32,I personally don't find so strange the theory about Martians. The people that exist somewhere at the arrival of the settlers can be natives in a relation with them. I don't agree with the use of the term for the articles you enumerated either,0,0,0,0,0,0,i personally don t find so strange the theory about martians the people that exist somewhere at the arrival of the settlers can be natives in a relation with them i don t agree with the use of the term for the articles you enumerated either,0.040717513428174715
126710,a5ad818854db1f14,"The entire demographics section is laughable. I check up on it every 4 months or so to see what revision is in favour at present. Some residents decided to emigrate while others ran for their lives as cannibalistic soldiers approached... Please. Even within the section itself there are contradictions regardless of the POV wording. I am not going to bother dealing with it, but I would hope that someone with administrative rights decides to block those editors that are perverting the article. Just trying to spread some common sense.",0,0,0,0,0,0,the entire demographics section is laughable i check up on it every 4 months or so to see what revision is in favour at present some residents decided to emigrate while others ran for their lives as cannibalistic soldiers approached please even within the section itself there are contradictions regardless of the pov wording i am not going to bother dealing with it but i would hope that someone with administrative rights decides to block those editors that are perverting the article just trying to spread some common sense,0.036172168151745634
87879,eb1665e66eee7a9d,"Get lost vandal! 

Stop removing the notability tag from Steve Rackman. He's not notable and you know he's not notable! Stop making excuses and leave the tag alone! Better still, send it to AfD! 101.182.144.48",0,0,0,0,0,0,get lost vandal stop removing the notability tag from steve rackman he s not notable and you know he s not notable stop making excuses and leave the tag alone better still send it to afd 101 182 144 48,0.0357207567902691
113644,5fb5a24dbf1e3143,"""

 The Ouse 

You reverted my edit with a smart comment. The user who inserted the ref. is the claimed author of the """"work"""". I can find no trace of it in the ISBN catalogue, as I can find no trace of other """"works"""" the user cites on other pages.. I'm in the process of assembling a """"sock puppet"""" list for this user, and I'm currently up to a total of over 30 accounts he's used over the last 5 years, of which 5 of are current. I'd be grateful if you would leave any such edits of mine in place.   """,0,0,0,0,0,0,the ouse you reverted my edit with a smart comment the user who inserted the ref is the claimed author of the work i can find no trace of it in the isbn catalogue as i can find no trace of other works the user cites on other pages i m in the process of assembling a sock puppet list for this user and i m currently up to a total of over 30 accounts he s used over the last 5 years of which 5 of are current i d be grateful if you would leave any such edits of mine in place,0.035155534727757336
145026,164283fa05755f79,"""{| style=""""background-color:#F5FFFA; padding:0;"""" cellpadding=""""0""""
|class=""""MainPageBG"""" style=""""border:1px solid #084080; background-color:#F5FFFA; vertical-align:top; color:#000000; font-size:85%""""|
 Hello ! Welcome to Wikipedia! Thank you for your contributions. If you decide that you need help, check out Getting Help below, ask me on my talk page, or place {{helpme}} on your talk page and someone will show up shortly to answer your questions. Please remember to sign your name on talk pages by clicking  or using four tildes (~~~~); this will automatically produce your username and the date. Finally, please do your best to always fill in the edit summary field. Below are some useful links to facilitate your involvement. Happy editing!   
{| width=""""100%"""" style=""""background-color:#F5FFFA;""""
|class=""""MainPageBG"""" style=""""width: 55%; border:1px solid #FFFFFF; background-color:#F5FFFA; vertical-align:top""""|
 Getting Started Wikipedia Tutorial • The five pillars of Wikipedia
 How to: edit a page • Your first article • Upload an image • Citing Sources (References) Getting Help Frequently Asked Questions
 Where to ask questions or make comments
 Request administrator attention Policies and Guidelines Neutral point of view • Reliable sources
 Verifiability • Citing sources • No original research
 What Wikipedia is not • Biographies of living persons

 Manual of Style • Three-revert rule • Sock puppetry
 Copyrights • Fair use • Image use policy
 External links • Spam • Vandalism
 Deletion policy • Conflict of interest • Notability
|class=""""MainPageBG"""" style=""""width: 55%; border:1px solid #FFFFFF; background-color:#F5FFFA; vertical-align:top""""|
{| width=""""100%"""" cellpadding=""""0"""" cellspacing=""""5"""" style=""""vertical-align:top; background-color:#F5FFFA""""
! The Community
|-
|style=""""color:#000""""|
 Build consensus • Resolving disputes
 Assume good faith • Civility • Etiquette
 No personal attacks • [[Wikipedia:No legal threa",0,0,0,0,0,0,style background color f5fffa padding 0 cellpadding 0 class mainpagebg style border 1px solid 084080 background color f5fffa vertical align top color 000000 font size 85 hello welcome to wikipedia thank you for your contributions if you decide that you need help check out getting help below ask me on my talk page or place helpme on your talk page and someone will show up shortly to answer your questions please remember to sign your name on talk pages by clicking or using four tildes this will automatically produce your username and the date finally please do your best to always fill in the edit summary field below are some useful links to facilitate your involvement happy editing width 100 style background color f5fffa class mainpagebg style width 55 border 1px solid ffffff background color f5fffa vertical align top getting started wikipedia tutorial the five pillars of wikipedia how to edit a page your first article upload an image citing sources references getting help frequently asked questions where to ask questions or make comments request administrator attention policies and guidelines neutral point of view reliable sources verifiability citing sources no original research what wikipedia is not biographies of living persons manual of style three revert rule sock puppetry copyrights fair use image use policy external links spam vandalism deletion policy conflict of interest notability class mainpagebg style width 55 border 1px solid ffffff background color f5fffa vertical align top width 100 cellpadding 0 cellspacing 5 style vertical align top background color f5fffa the community style color 000 build consensus resolving disputes assume good faith civility etiquette no personal attacks wikipedia no legal threa,0.03503511259049118
85415,e4771b002537def6,"This is Spitfire 

I'm a giant douche, that's why I monitor Wikipedia 24/7. I've never been laid and live in my mommy's basement, even though I'm 48 years old. To all the ladies, please give me a chance.... even though my penis is only 2 inches long.",0,0,1,0,0,0,this is spitfire i m a giant douche that s why i monitor wikipedia 24 7 i ve never been laid and live in my mommy s basement even though i m 48 years old to all the ladies please give me a chance even though my penis is only 2 inches long,0.033755026451249476
132077,c2c5041cc04e7325,"Shared IP Unblock 

One of my students just received the message informing us of the unblock.  I would like to thank you for taking the time to review the request that I sent in.  I can assure you that nothing like this will happen in the future, as I've made sure that the students responsible have learned their lesson.  Again, thank you very much for your time.  Sincerely, Mrs. Dawn Booher",0,0,0,0,0,0,shared ip unblock one of my students just received the message informing us of the unblock i would like to thank you for taking the time to review the request that i sent in i can assure you that nothing like this will happen in the future as i ve made sure that the students responsible have learned their lesson again thank you very much for your time sincerely mrs dawn booher,0.03327428421810057
50754,87b46292f629ed59,"""

""""the real discussion is not about m/z or m/q but it is about wether the mass-to-charge ratio is a physical unit of dimension mass/charge or wether it is a dimensionless unit.  As someone who is interested in physics you may understand that I have real problems seeing a dimensionless m/z on the mass-to-charge ratio page.  It is the equivalent to have, for example, the """"electronic charge"""" in the article of the """"electric current"""".
This is the problem that I think you're either misunderstanding or too stubborn about your POV to accept. Whether or not you want to discuss the usage of m/z it still is accepted by IUPAC, which btw is not in any way a minority but reflects majority opinion amongst chemists. The wiki entries on notations, standards, units and the like should reflect nothing other than what bodies like IUPAP, IUPAC, and ISO, etc. deicide. I think you'll at least concede that your particular view about m/z is far more of a minority position than that of IUPAC's? Because I agree with you, I said that you should be allowed the opportunity to add a brief explanation of why there may be confusion, along with a discussion of other units, and to add an external link to any reputable journal where there has been a discussion of the problems of m/z. The most recent edit still looks like an attempt to completely discredit the concept of m/z altogether, which is still your POV.
Please keep the rest of the discussion about this mediation on the mediation page.  """,0,0,0,0,0,0,the real discussion is not about m z or m q but it is about wether the mass to charge ratio is a physical unit of dimension mass charge or wether it is a dimensionless unit as someone who is interested in physics you may understand that i have real problems seeing a dimensionless m z on the mass to charge ratio page it is the equivalent to have for example the electronic charge in the article of the electric current this is the problem that i think you re either misunderstanding or too stubborn about your pov to accept whether or not you want to discuss the usage of m z it still is accepted by iupac which btw is not in any way a minority but reflects majority opinion amongst chemists the wiki entries on notations standards units and the like should reflect nothing other than what bodies like iupap iupac and iso etc deicide i think you ll at least concede that your particular view about m z is far more of a minority position than that of iupac s because i agree with you i said that you should be allowed the opportunity to add a brief explanation of why there may be confusion along with a discussion of other units and to add an external link to any reputable journal where there has been a discussion of the problems of m z the most recent edit still looks like an attempt to completely discredit the concept of m z altogether which is still your pov please keep the rest of the discussion about this mediation on the mediation page,0.03236989553318971
102663,2563c1726f92f259,"Revert 

Hi.  You reverted me here. Your edit resulted in a link to a dab page. I don't believe we should be linking to a dab page.  Tx.",0,0,0,0,0,0,revert hi you reverted me here your edit resulted in a link to a dab page i don t believe we should be linking to a dab page tx,0.03093641068195915
7637,144d79f0409e390c,"""|decline=I would agree that you haven't violated Wikipedia:Three-revert rule, but I am uncomfortable in unblocking you since you have also been disregarding Wikipedia:Biographies of living persons. I suggest you take the next 24 hours to familiarise yourself with this policy instead of resuming your edit war.   ►  }}""",0,0,0,0,0,0,decline i would agree that you haven t violated wikipedia three revert rule but i am uncomfortable in unblocking you since you have also been disregarding wikipedia biographies of living persons i suggest you take the next 24 hours to familiarise yourself with this policy instead of resuming your edit war,0.028504200068217075
92097,f635f780a0ead39a,""" 2007 (UTC)

 TedFrank, your response here is insufficient in light of the history of objections to your deletions of others' work, and in light of the sincerity and length of the editor asking the question. You have a history of taking unilateral actions without discussion or consensus and then giving impoverished responses as you """"reason."""" See similar expressions of concern from other editors above and below this post. Please stop. This is a warning.  04:29, 28 July""",0,0,0,0,0,0,2007 utc tedfrank your response here is insufficient in light of the history of objections to your deletions of others work and in light of the sincerity and length of the editor asking the question you have a history of taking unilateral actions without discussion or consensus and then giving impoverished responses as you reason see similar expressions of concern from other editors above and below this post please stop this is a warning 04 29 28 july,0.0280864146037472
112071,5799c73b4c9bb37c,"""

Absorption = Fujiwhara effect, as it is an interaction. If the law has to go with yours, why does the article has a few examples of systems merging or absorbing? This is ridiculous! 
Besides, a sentence sates it here in the article that Alpha was absorbed by Wilma, and why can't we show a picture of it for viewers to get more information like, a view of there own? You should wake up from your sleep. (talk✉) """,0,0,0,0,0,0,absorption fujiwhara effect as it is an interaction if the law has to go with yours why does the article has a few examples of systems merging or absorbing this is ridiculous besides a sentence sates it here in the article that alpha was absorbed by wilma and why can t we show a picture of it for viewers to get more information like a view of there own you should wake up from your sleep talk,0.02716873203679352
110809,50cbfd29c75f364d,"""::: However, we could clearly mention something about Dick Cheny being a constant """"joke"""" on shows like the Daily Show. Including a man sized safe in his office and assassin squads... Wait, who are you? What are you doing... NO!!! *BLAM BLAM* AARRRRRRGH 213.141.89.20  

""",0,0,0,0,0,0,however we could clearly mention something about dick cheny being a constant joke on shows like the daily show including a man sized safe in his office and assassin squads wait who are you what are you doing no blam blam aarrrrrrgh 213 141 89 20,0.02540156825883078
63780,aaa9b6099049ebfa,"""

plagiarism
Large portions of the article read as though they were written a century ago: and indeed they were; much turns out to have been taken verbatim from the source referenced in note 1, McClintock/Cyclopaedia of Biblical, theological, and ecclesiastical literature (1889) (""""Bronze Age Writing"""" section from p 992, etc., see Google Books) Quite aside from the issue of propriety is the fact that the information presented is rather... dated.
  """,0,0,0,0,0,0,plagiarism large portions of the article read as though they were written a century ago and indeed they were much turns out to have been taken verbatim from the source referenced in note 1 mcclintock cyclopaedia of biblical theological and ecclesiastical literature 1889 bronze age writing section from p 992 etc see google books quite aside from the issue of propriety is the fact that the information presented is rather dated,0.02478550805506855
56960,983da94c1b5f5777,"Imperial triple crown jewels 

' upon Ragesoss for your contributions in the areas of WP:DYK, WP:GA, and WP:FA.   ]]  Thank you for contributions to the project, Great work, especially on those Featured pictures - beautiful and'' quite useful to the project, nice work.  May you wear the crowns well.",0,0,0,0,0,0,imperial triple crown jewels upon ragesoss for your contributions in the areas of wp dyk wp ga and wp fa thank you for contributions to the project great work especially on those featured pictures beautiful and quite useful to the project nice work may you wear the crowns well,0.02318817600160515
157216,daa605106c2f3fbe,""":I agree that there might be a problem  however, I generally agree with the changes made since Nov./05 and still do.  Moreover, your above analysis et al. is not necessarily agreeable and glazes over usage of the term, which is no less valid or verifiable, that might differ from cited definitions which seem (IMO) incomplete and minimalist.  For instance, an online search will reveal a number of instances of """"single(-)star system"""" and I think it somewhat difficult to demonstrate they they too are incorrect.  Even if those are discarded, applying this notion merely to systems with two or more stars (double, trinary) to the exclusion of single-star entities (e.g., the Solar System) seems rather illogical.  Alternatively, the current article and definition/content is neither beyond the scope of the topic nor inaccurate.

Thus, I defer to my prior comments: until there is overwhelming evidence to support this position (and I yet do not see it) or additional editorial comment, I see little reason to change the status quo.  

""",0,0,0,0,0,0,i agree that there might be a problem however i generally agree with the changes made since nov 05 and still do moreover your above analysis et al is not necessarily agreeable and glazes over usage of the term which is no less valid or verifiable that might differ from cited definitions which seem imo incomplete and minimalist for instance an online search will reveal a number of instances of single star system and i think it somewhat difficult to demonstrate they they too are incorrect even if those are discarded applying this notion merely to systems with two or more stars double trinary to the exclusion of single star entities e g the solar system seems rather illogical alternatively the current article and definition content is neither beyond the scope of the topic nor inaccurate thus i defer to my prior comments until there is overwhelming evidence to support this position and i yet do not see it or additional editorial comment i see little reason to change the status quo,0.022315433052466447
110520,4f4aed9185e9de78,"""
 What Kiaxar is doing is extremely disruptive, and he is going back to his own reversions. Dougweller, rather than step in to correct it and have It put back again by Kiaxar, I think page protection should be necessary.   ☎   """,0,0,0,0,0,0,what kiaxar is doing is extremely disruptive and he is going back to his own reversions dougweller rather than step in to correct it and have it put back again by kiaxar i think page protection should be necessary,0.022281606310096364
